,Avg systolic BP,Avg diastolic BP,Avg estimated MAP ,Weight at pw26 ,Height at pw26,Midarm circumference at pw26,Triceps skinfold at pw26,Biceps skinfold at pw26,Subscapular skinfold at pw26,Suprailiac skinfold at pw26,Avg antenatal weight 1st tri ,Avg antenatal weight 2nd tri,Avg antenatal weight 3rd tri ,Last antenatal weight,Sodium  ,Magnesium   ,Phosphorus ,Potassium,Calcium ,Iron ,Ferritin ,Copper,Zinc ,Selenium ,Transferrin receptor ,Myristic,Palmitic acid,Palmitoleic acid,Stearic acid,Oleic acid,cis-Vaccenic acid ,Linoleic acid,Linolenic acid (n-6) ,Linolenic acid (n-3)  ,Arachidic acid ,Gondoic acid ,Eicosadienoic acid  ,DGLA ,Arachidonic ,Behenic acid,ETA ,EPA ,Adrenic acid ,DPA ,DHA,Total FA ,Total n-3,Total n-6 ,SFA ,MUFA ,PUFA ,Triglycerides,Total cholesterol,HDL-cholesterol ,LDL-cholesterol,Flavin mononucleotide,Riboflavin ,N1-methylnicotinamide  ,Nicotinamide,Trigonelline ,Pyridoxal,Pyridoxal 5-phosphate ,Pyridoxic acid,Folate,Vitamin B12,Vitamin D3,Arginine,Asymmetric dimethylarginine ,Creatine,Creatinine ,Homoarginine,Symmetric dimethylarginine,Trimethyllysine ,Cystathionine ,Total Homocysteine ,Total cysteine ,1-Methylhistidine ,3-Methylhistidine ,Histidine ,Methionine ,Methionine sulfoxide ,3-Hydroxyanthranilic acid ,3-Hydroxykynurenine ,Anthranilic acid ,Kynurenic acid ,Kynurenine ,Quinolinic acid ,Tryptophan ,Xanthurenic acid ,Betaine ,Choline ,Dimethylglycine ,Trimethylamineoxide,Fasting glucose,2-hour glucose,Adiponectin,PAI-1,Resistin,MCP-1,FSH,GH,LH,TSH,IGF-I,IGF-II,IGFBP-1,IGFBP-3,IGFBP-7,C-peptide,Leptin,TNF-a,IGFBP-4,Insulin,Aspartate transaminase,C-reactive protein,Alanine transaminase ,Uric acid,Neopterin ,PFBA,PFNA,PFDA,PFUnDA,PFHxS,PFOA,PFBS,PFOS,PSI 1st tri,PSI 2nd tri,PSI 3rd tri ,PSI pregnancy ,PM2.5 1st tri ,PM2.5 2nd tri,PM2.5 3rd tri,PM2.5 pregnancy 
3-Hydroxykynurenine ,0.0446264,0.0386848,0.0441296,0.0086828,-0.1109069,0.0206958,0.0485429,0.005317,0.0088243,-0.0386139,0.0365623,-0.0012241,-0.0055918,-0.0161285,0.0455168,-0.0148842,0.0043673,0.0166335,0.020039,-0.1932915,-0.1551112,0.1680932,-0.0250213,-0.1203566,0.0842713,-0.0849526,-0.1188843,-0.0753544,-0.1173241,-0.0739198,-0.0880579,-0.1217481,-0.0324018,-0.0469136,-0.008038,-0.0544973,-0.1448848,-0.0381962,-0.0517782,-0.031875,-0.145968,-0.1485947,0.0185527,-0.1759306,-0.0927104,-0.1165165,-0.1012473,-0.1030858,-0.1204374,-0.0764721,-0.1123095,-0.0447776,0.0605203,-0.100077,0.1186412,-0.0053417,-0.0203823,0.0057699,-0.0511534,0.1526642,-0.1834688,-0.2490567,-0.147882,-0.1370824,0.0027071,-0.2078493,0.1122886,0.1700841,-0.0938514,0.245781,-0.0924319,0.2479257,0.130199,0.2271733,0.2402378,0.0304903,0.1621027,-0.006179,0.0488903,0.1482289,0.124013,0.3234782,1,-0.0486843,0.1990788,0.4811076,0.4400646,0.054141,0.1236621,0.005216,0.0696386,0.121306,0.0416957,0.0319116,-0.0606815,0.0197509,0.0442576,0.0653905,0.1707094,-0.0183537,-0.0112986,0.0067083,0.0310365,-0.041376,-0.1263885,0.0928301,0.0244581,-0.0058424,-0.0506269,0.1297817,0.112644,0.0856669,0.0077215,-0.0005815,0.1200906,-0.0321393,0.1976723,0.1966583,-0.0027657,0.0381743,0.0093501,-0.0080695,0.0148124,0.0213562,0.0879952,0.0816808,0.0528214,-0.0621076,0.0336251,0.0259815,0.0151846,-0.0554541,0.0187252,-0.0029153
Anthranilic acid ,0.0231897,0.0116469,0.0153156,-0.0978084,0.0663851,-0.0925451,-0.0522276,-0.0434498,-0.0096787,0.0111772,-0.1210642,-0.0971277,-0.1010337,-0.1038462,-0.0300936,0.0163316,0.0561907,0.0195429,0.0303462,0.1292753,0.0109024,-0.0362996,0.049835,0.0774376,0.0475981,-0.0286619,0.0301063,0.0249575,0.0361707,0.0887828,0.0961477,0.0154717,-0.0635482,-0.034557,-0.0158963,0.0635107,0.0566957,-0.0282641,-0.0097847,-0.0116142,0.0346189,0.1021793,-0.0220354,0.0463824,0.0583441,0.033615,0.0621243,0.0090007,0.0310669,0.0855089,0.0203893,-0.0321661,0.0216559,0.1181487,-0.0102087,0.1182586,0.089149,-0.0242984,-0.0056152,-0.1829399,0.216984,0.1611504,0.1906027,-0.0440889,0.1049342,0.1086171,0.0408626,0.0814162,0.0829049,0.1039954,0.1382346,0.1292304,0.1836834,0.038802,0.095149,-0.004593,0.1596566,0.1428648,-0.0200561,0.0435113,0.100129,0.108425,-0.0486843,1,0.2088337,0.1575531,0.1992561,0.1354102,0.0596885,0.0531667,0.1046669,0.0851626,0.2215727,-0.0397661,-0.063534,0.1194184,0.1406088,0.0151748,0.0633325,0.0457079,0.017745,0.0312359,0.0439421,0.03223,-0.0246319,0.1179025,0.0295298,0.0411577,-0.0579733,-0.0582319,0.1370862,0.0837351,-0.1016708,0.0786699,-0.0717022,0.0748395,0.0798219,0.0379768,0.0848266,0.1825106,0.2248712,0.2074317,0.0295085,0.1622348,0.0573049,0.1957926,-0.0576701,0.0127362,-0.036393,-0.0548503,-0.0541525,-0.0103941,-0.0306435,-0.0505936
Kynurenic acid ,0.1069049,0.0470603,0.0710622,0.1685805,0.1073076,0.1666925,0.1920822,0.1408816,0.1715572,0.1036052,0.1610467,0.1848294,0.1879873,0.1838998,-0.0762116,-0.034613,0.0104564,0.0624967,0.0439776,0.0694148,0.0422005,0.0292112,0.1350803,0.0378233,-0.0216698,-0.0238706,0.0192477,-0.0049836,0.0623397,0.018044,0.011217,0.0016892,0.0531201,0.0668814,-0.0238083,0.0187957,0.0140251,0.0541331,0.0612096,-0.0426769,0.1025034,0.1275769,0.0053855,0.0973036,0.0870991,0.0300624,0.1151347,0.0222358,0.0277947,0.0182224,0.0404774,-0.1306417,-0.0697128,0.0247096,-0.0557043,0.1817773,0.1309331,0.367267,0.0845241,0.0255134,0.1620968,0.1764454,0.2525121,0.0681194,0.0965387,0.1759796,0.2737497,0.2497295,0.1875729,0.3354833,0.2174915,0.1970093,0.3246746,0.0816927,0.0895247,0.0951012,0.4480301,0.1756712,0.2170676,0.1953279,0.147431,0.373716,0.1990788,0.2088337,1,0.3415354,0.4111985,0.2298279,0.69541,0.1351453,0.2772402,0.298293,0.1439906,0.0247408,0.0229016,-0.0105947,0.0278104,0.0359985,0.0290883,-0.034843,0.0179136,0.0100719,0.069372,0.0740277,-0.0143021,-0.0670078,0.0273993,0.1109038,0.0343896,0.1078567,-0.0149502,-0.0662762,0.0243129,0.1486658,0.113425,0.1496471,0.3120907,0.105376,-0.0557212,0.0582789,0.0879593,0.135429,0.1018257,-0.0254717,-0.0695976,0.1716433,-0.0345429,0.058346,-0.0707321,-0.0459278,-0.0283125,0.0266013,-0.0866868,-0.0297571
Kynurenine ,0.0678511,0.0471798,0.0617767,0.0811209,0.0129448,0.0894049,0.1077004,0.1122715,0.0043199,0.0143883,0.1037968,0.0932754,0.0885103,0.0906239,-0.013938,-0.0675037,-0.0474496,-0.0228497,0.0604323,-0.0595418,-0.0609028,0.0409286,-0.0624046,-0.1147658,0.065751,-0.0444924,-0.0507398,-0.0254662,-0.0262819,-0.0138798,-0.0539249,-0.0653366,0.0415828,-0.0233123,-0.015724,-0.0337669,-0.0585961,-0.0017681,-0.0192105,-0.0750564,-0.0685398,-0.0856524,-0.0412593,-0.0904389,-0.0428356,-0.0494417,-0.0468752,-0.0495295,-0.0473145,-0.0194416,-0.0525414,0.0258856,-0.126943,-0.1370006,-0.1111983,-0.0002421,0.0078181,0.0939791,0.0205728,0.1507419,0.0621317,0.0394913,0.0942951,-0.0995409,0.0355964,-0.0673533,0.1372987,0.2681121,-0.0623879,0.2858949,-0.119611,0.2057703,0.1977647,0.1073216,0.130454,0.0040821,0.2378555,0.010919,0.0848209,0.1412135,0.1566735,0.3651914,0.4811076,0.1575531,0.3415354,1,0.5829076,0.2537589,0.1146799,-0.0478781,0.0924709,0.1537055,0.0728597,0.0783421,-0.0635486,0.007654,0.0052883,0.1238472,0.1971513,-0.0247261,0.0116094,-0.0676011,0.0666472,0.0472993,-0.0693202,0.0386004,0.038203,0.0607122,0.1319191,0.1060477,0.1533406,0.0431008,0.1542953,0.0335479,0.1424211,0.0236748,0.2001621,0.3666887,0.0031313,0.0629993,0.0248969,0.0254054,0.0019783,0.0453758,0.0131891,0.0634802,0.0035925,-0.0083443,-0.0279435,0.0044675,-0.0095769,-0.0211613,-0.0151783,-0.0246215
Quinolinic acid ,0.1189586,0.0816642,0.0983184,0.1223353,-0.0334713,0.1872134,0.2024074,0.1478338,0.1217648,0.0647008,0.1283233,0.117037,0.1018887,0.0992519,-0.0699168,-0.1037617,-0.0208943,0.0266107,-0.0107859,-0.0465308,-0.0284585,0.0362813,-0.020224,-0.0581891,0.0496921,-0.079454,-0.0356594,-0.0205645,-0.0361614,-0.0212487,-0.0170363,-0.0150334,-0.0069226,-0.0210792,-0.0590749,-0.0347112,-0.0341064,-0.0101969,-0.0435269,-0.0259105,-0.0462428,-0.0310172,-0.0412275,-0.1140902,-0.0270189,-0.0389473,-0.035414,-0.0304737,-0.0363159,-0.02375,-0.0352944,0.0679389,-0.0456524,-0.0555284,-0.0634925,0.0191878,0.0208295,0.3095147,0.0603657,0.0866315,0.0245916,-0.0148649,0.0681243,-0.032427,0.0154399,-0.0015533,0.1316241,0.2673081,0.1277778,0.328902,-0.0012088,0.3035261,0.3098444,0.2315714,0.2198601,-0.0007374,0.4166698,0.1192051,0.078579,0.0790337,0.1553954,0.5464059,0.4400646,0.1992561,0.4111985,0.5829076,1,0.1065731,0.2414656,-0.0200308,0.2843115,0.2270849,0.1740905,0.0910459,0.0044891,-0.0614299,0.0577847,0.0886985,0.1172664,-0.002321,-0.0812243,0.0040031,0.1207289,0.0935004,-0.0514573,-0.0147307,0.024058,0.0799251,0.1611173,0.0906796,0.1351695,-0.0096135,0.1144053,0.1287419,0.190981,0.1002458,0.387778,0.3733624,-0.0561665,0.0992228,0.0695704,0.0946276,0.108509,0.0235666,0.0017394,0.1247143,-0.0142172,0.0128028,-0.0381905,-0.014584,-0.0669052,-0.0325914,-0.0633988,-0.0753094
Tryptophan ,-0.1022299,-0.1205954,-0.1275757,-0.0884457,0.159424,-0.0986433,-0.0395913,-0.1355931,-0.0389392,0.0026585,-0.136503,-0.0840424,-0.0785865,-0.0744355,-0.0026522,0.0392391,0.0985852,-0.1786818,0.0852876,0.0659433,-0.0451042,-0.2182839,0.1229338,0.1005412,-0.0099928,0.1110324,0.0654305,0.1073552,0.0674224,0.0872625,0.0934103,0.0185369,0.0049743,0.0663801,0.0501182,0.0471864,0.0556002,0.0400482,0.0640085,0.0223723,0.0604161,0.1393295,-0.0458527,0.175873,0.0790002,0.0640332,0.1049994,0.0360246,0.063865,0.0919185,0.0480464,0.0457407,-0.0017809,0.1212046,-0.0545172,0.0653577,-0.0291888,0.0866996,0.1517092,-0.0466113,0.0905039,0.1846021,0.0793585,-0.0020594,0.0754102,0.1297636,0.249575,0.1981545,0.0411667,0.1314819,0.1660394,0.0263953,0.2322547,0.0386977,-0.0131106,0.0434907,0.2268851,0.0742487,0.2411406,0.4080538,0.1229881,0.1568476,0.054141,0.1354102,0.2298279,0.2537589,0.1065731,1,0.3358357,-0.0182226,-0.0477006,0.064059,0.0530498,-0.0473242,-0.1030278,0.0548496,0.006179,0.0428133,-0.0277287,-0.0179087,0.108156,-0.0016332,0.0677019,0.014445,0.0715354,0.1523148,0.0283341,0.0379637,-0.2112981,-0.0189431,-0.0432835,0.1225193,-0.2068601,0.0160456,-0.1646719,-0.000982,0.0700806,-0.0512461,0.0131957,0.1467703,0.2330694,0.2403023,0.1033941,0.0634963,-0.014335,0.1865189,-0.1072123,-0.0050073,-0.0323707,-0.1231929,-0.1009848,-0.0078211,-0.0743027,-0.1035648
Xanthurenic acid ,0.0221252,-0.0485238,-0.0298804,0.046737,0.0947556,0.0477542,0.0643035,-0.0047535,0.0529933,0.02223,0.0064989,0.0517349,0.0745363,0.071549,-0.0516683,0.0549289,0.1288167,0.0505917,0.0542682,0.054784,-0.0045428,-0.0618235,0.1848947,0.1999667,-0.0178597,0.0686847,0.0324034,0.0600732,0.0400909,0.0063144,0.0176742,-0.0036058,-0.0050649,0.0945863,-0.0155779,0.0060214,0.0501722,0.0523721,0.0594719,0.0192607,0.1483663,0.1893319,-0.0377245,0.1576156,0.0880639,0.0348479,0.1256048,0.0183577,0.0337661,0.0125453,0.0406902,-0.0442749,-0.0320393,0.1597898,-0.0849786,0.1069163,0.084231,0.4336553,0.2361603,0.0064838,0.0083119,0.0833515,0.0693577,0.0826228,0.0693397,0.1356836,0.1926085,0.1073287,0.3618682,0.1046026,0.2928236,0.0175808,0.2921921,0.0485357,-0.0039384,0.0274026,0.3487383,0.1775747,0.3251174,0.1723964,0.06421,0.3964414,0.1236621,0.0596885,0.69541,0.1146799,0.2414656,0.3358357,1,0.024733,0.2004612,0.1158201,0.1837879,0.0258732,0.064479,-0.0190931,-0.0050479,-0.0529859,-0.1314623,0.0021711,0.0744224,0.0269224,0.074324,0.0973495,0.0587577,-0.0799575,-0.0503115,0.0580412,0.0051274,0.0465714,-0.0890223,-0.0929719,-0.000272,0.1016,-0.0223332,0.1092492,0.1866287,-0.0863883,0.0036877,0.0877322,0.1600439,0.1660484,0.1685922,0.0146676,-0.0360673,0.1812447,-0.0336108,0.022535,-0.0481787,-0.0614739,-0.0256053,0.0375323,-0.0448535,-0.0153633
Betaine ,-0.0001987,-0.0428384,-0.0261678,-0.0149542,-0.0015069,-0.011949,-0.0510994,0.0440997,-0.0007207,0.0043918,-0.0119153,-0.0316254,-0.000596,0.0074544,-0.0168122,0.0420514,-0.0485597,-0.0279411,-0.1218574,0.0589657,0.1540997,0.0523096,0.0132934,-0.2540074,-0.0355873,-0.1069989,-0.0602729,-0.1402584,0.0075521,-0.0758389,-0.0573205,-0.0006071,0.0051587,-0.033713,-0.0429677,-0.0099822,-0.0123391,-0.0519867,-0.0532853,0.0423402,-0.0656939,-0.0644685,0.0285267,-0.019364,0.011706,-0.0427349,-0.0122151,-0.0213811,-0.0447678,-0.0749145,-0.0230411,-0.1997491,0.0526678,0.1648011,0.0684617,0.1028481,0.042722,-0.0431698,-0.1532941,0.0522746,0.067558,0.0611799,0.1215772,0.1189893,0.173039,0.1122871,0.0356556,0.0493382,-0.1538172,0.1694709,0.089535,0.086501,0.0404399,-0.0215588,-0.139275,0.0677894,0.1206701,0.0232853,0.0728038,0.1442115,0.0424395,-0.0894313,0.005216,0.0531667,0.1351453,-0.0478781,-0.0200308,-0.0182226,0.024733,1,0.4029376,0.4041466,-0.0094072,-0.0424637,-0.0647436,0.0528899,0.0129067,0.0465263,0.0664333,0.0572692,0.1143754,0.0613546,0.0506972,-0.0808791,0.0015391,0.0412322,-0.0299082,-0.0026231,-0.0795981,0.0204942,0.0416966,-0.001847,-0.105437,0.1203207,0.0498607,0.1280184,-0.0139462,-0.0451704,-0.0396075,-0.0242095,-0.0600152,-0.0736292,0.0079854,0.006836,-0.068613,-0.058811,-0.0177734,-0.0076965,0.0119793,-0.0180822,-0.0705965,-0.0396415,-0.0564475,-0.0668639
Choline ,0.0728226,-0.0028485,0.0271573,0.193133,-0.0484035,0.2281294,0.2526065,0.2844436,0.2660476,0.1783925,0.1700352,0.1817923,0.2036954,0.2046594,-0.0585102,-0.0361292,0.0277653,0.0171346,-0.051603,0.1166802,0.1173318,0.0302402,0.1188262,-0.0118745,-0.0646558,-0.0267269,0.0791622,0.0748631,0.0689648,0.052795,0.0678697,0.0801034,0.0057404,0.0143071,-0.0322808,0.0227439,0.070414,0.0942519,0.0828237,0.0707784,0.1163221,0.1220092,0.0441382,0.1079123,0.1714809,0.0881922,0.1588991,0.0829166,0.0801381,0.0599044,0.1035876,0.0669999,0.0184182,0.0775244,-0.0196808,0.0053709,0.0398861,0.279388,0.0275769,0.0299508,0.0183625,0.0113048,0.0867468,0.0748918,-0.0132871,0.1204522,-0.0793275,0.2120368,0.2004326,0.1290298,0.1069032,0.1850664,0.071754,0.0214728,0.0371816,-0.0109339,0.1676255,0.0360677,0.0887288,0.0109557,0.0837712,0.1460133,0.0696386,0.1046669,0.2772402,0.0924709,0.2843115,-0.0477006,0.2004612,0.4029376,1,0.2972685,0.1098792,0.055123,0.0488132,-0.0775902,-0.0026113,0.0514386,0.0972166,-0.0350786,-0.0989965,-0.0060892,0.0642905,0.0766079,-0.0360996,-0.1555066,-0.0905349,0.0140159,0.2262364,0.0794074,-0.0024364,-0.155679,0.201698,0.0608307,0.1280382,0.0792001,0.1851256,0.0418453,0.0361015,0.1154187,0.0911439,0.0710372,0.0966709,0.0030345,-0.0411958,0.1254181,-4.85E-06,0.0063365,-0.0278311,-0.0139541,-0.0711242,-0.0679009,-0.0457338,-0.0801894
Dimethylglycine ,0.0759831,0.0518733,0.0615903,0.1005502,-0.0171932,0.0845846,0.0753614,0.1403861,0.1226187,0.0580698,0.1050237,0.0927697,0.1187789,0.123176,-0.0450534,-0.1008094,-0.0524143,-0.0493423,-0.0587083,-0.0484038,0.0103487,0.0190231,-0.0671568,-0.1682252,0.0427255,-0.1069956,0.0261086,-0.0362911,0.0564367,0.0244671,0.06346,0.0945148,0.0711431,0.0473023,-0.0359826,0.0569138,0.0228426,0.0486284,0.0547615,0.0133868,-0.051394,-0.031755,0.0588146,-0.0519205,0.0882099,0.0469811,0.0566646,0.0809254,0.0329304,0.0277652,0.0703304,-0.1327569,-0.0043497,-0.0302426,0.0543331,0.096729,0.0345959,0.0612957,0.0019366,0.0194858,0.0260658,-0.0183606,0.0006503,-0.1092758,0.0092487,0.0041203,0.2193387,0.2657662,0.0577952,0.2237586,0.0429097,0.2331676,0.2467599,0.2025115,0.2179121,0.0980193,0.3201168,0.0734008,0.1352808,0.2728298,0.2801028,0.0673942,0.121306,0.0851626,0.298293,0.1537055,0.2270849,0.064059,0.1158201,0.4041466,0.2972685,1,0.1219068,0.0207084,-0.0602557,-0.0019405,0.0358318,0.1269941,0.1898761,-0.0231258,-0.0189617,-0.0010484,0.0493835,-0.022586,-0.1251436,0.0227684,-0.0531298,-0.0094605,0.0123058,0.0437642,0.0294973,-0.0358273,-0.0067869,0.0740744,0.1264523,0.0718778,0.2171766,0.0478968,0.1169149,0.031581,0.0490572,0.0377507,0.0262866,0.0421196,0.0782052,0.0902149,-0.0458401,0.0400018,-0.0781195,-0.0752725,-0.0630364,0.0177732,-0.0775054,-0.0494897
Trimethylamineoxide,0.0430158,0.0258939,0.0321743,0.0085496,0.023525,0.0058648,0.0541781,0.0529856,0.012242,0.0515551,-0.0012454,0.0004252,0.0259319,0.0135389,-0.0582767,-0.0183654,0.0062297,0.0293514,-0.0513416,-0.0399796,-0.0381934,-0.0008367,-0.0431073,0.1451029,0.0047546,-0.0008243,0.0193092,-0.0017479,0.0120564,0.0127184,0.0579487,-0.0471873,-0.0729346,-0.008083,-0.0352869,0.0627467,-0.0110978,-0.0805618,0.0024725,-0.0148881,0.0144713,0.1788627,-0.0999986,0.0449562,0.0516579,-0.0010578,0.0694271,-0.0449896,0.0191458,0.0175786,-0.0247245,-0.0000996,-0.0628444,0.083518,-0.1147389,-0.0126005,0.0455856,-0.0047829,0.0274764,0.0691016,0.0204336,0.0051008,-0.0034775,-0.0265219,0.1029091,0.0699609,0.1333677,0.0389179,0.2320004,0.043584,0.1346878,0.0118453,0.38967,0.0963315,0.0499161,-0.0399335,0.2577769,0.0451649,0.0167437,-0.0006507,0.0975669,0.0752861,0.0416957,0.2215727,0.1439906,0.0728597,0.1740905,0.0530498,0.1837879,-0.0094072,0.1098792,0.1219068,1,0.1141426,0.077869,-0.0233203,-0.0705219,-0.0424785,0.0664388,-0.0111925,-0.0219308,-0.0425523,0.0504806,0.0541715,0.0716943,0.0123216,-0.0137147,0.0139301,0.0680457,0.0457569,0.0879148,0.0212785,0.0993422,-0.0089505,0.0106322,0.0204289,0.1778438,-0.0321258,0.0330607,0.1182622,0.1753689,0.2054846,0.0555796,-0.0014044,-0.0286636,0.2297646,-0.0655476,0.0633009,-0.0495082,-0.0481171,-0.0328535,0.0435746,-0.0731266,-0.0281755
Fasting glucose,0.1310276,0.0775336,0.1072265,0.1868622,0.054208,0.1661427,0.2305789,0.1882789,0.1933886,0.125787,0.1665819,0.1886104,0.1506902,0.1449187,-0.0422358,-0.1320205,-0.082626,0.0770794,-0.0541826,-0.118984,-0.0399083,-0.0755392,-0.1015808,-0.0688791,0.0048088,0.0170454,0.047277,0.0161223,0.0700579,0.0187038,-0.0053678,0.0445036,0.0180285,0.0001011,0.0196194,-0.0091716,0.0068243,0.0973241,0.0947114,0.0157199,-0.0161995,0.0359842,-0.0029693,0.0016298,0.0491915,0.0525346,0.0445906,0.0642134,0.0535895,0.0167696,0.0602561,0.0249534,-0.0901961,-0.0919008,-0.0807786,-0.0073322,0.0403017,0.0026437,0.0006813,0.1450986,0.0182377,0.0237613,0.0165758,-0.0859138,-0.07097,-0.0505108,0.0422453,0.0521602,0.0149874,0.0360764,-0.0090842,-0.0085614,0.1222615,-0.0541448,-0.0541581,-0.1901328,0.0578046,0.1006219,0.0359446,0.0559721,0.1707201,0.0511879,0.0319116,-0.0397661,0.0247408,0.0783421,0.0910459,-0.0473242,0.0258732,-0.0424637,0.055123,0.0207084,0.1141426,1,0.2325768,-0.1957825,-0.0543635,-0.0231936,0.027691,-0.0419377,-0.1848171,0.0370997,0.067353,0.1879266,-0.0416229,-0.226764,-0.0462711,0.0363995,0.3516373,0.1682485,-0.0170173,-0.1829274,0.3133117,-0.0807587,0.0714773,-0.0103959,0.0177333,0.1138631,-0.0586544,-0.0523473,-0.0264553,-0.0627564,-0.0128716,-0.1238459,-0.0447238,-0.0357602,-0.0514332,0.1026575,-0.0791684,-0.0423153,-0.0705562,0.0615191,-0.106625,-0.0498602
2-hour glucose,0.0893993,0.1332231,0.1250506,0.0875018,-0.0597441,0.1389496,0.0340839,0.078572,0.0635384,0.1166263,0.0746845,0.0928939,0.0148653,-0.000245,0.0092574,-0.009731,0.0682428,-0.0136997,0.13381,0.0817147,0.099212,0.0210685,0.0753187,0.0700547,-0.0040696,-0.0189678,-0.0036749,0.0290716,0.0144472,-0.0301492,-0.0135752,-0.0576671,-0.0416839,-0.0574334,0.0353122,-0.0106572,-0.0020785,0.0183992,0.0395904,-0.0331272,0.0186693,0.1121751,-0.1012752,0.0630885,-0.0041419,-0.0117174,0.0173424,-0.0242917,0.0008412,-0.0208696,-0.0166401,0.1713645,-0.0050172,-0.0826715,-0.0279707,-0.0017504,-0.0004079,0.1433981,0.1647826,0.0165362,0.0917733,0.1213571,0.0692292,0.1756089,-0.0121885,0.0670841,-0.0983861,-0.0195914,0.0797445,-0.0747005,0.0797777,0.0123561,-0.0556843,-0.1152886,-0.078603,-0.0276417,-0.0313516,-0.084868,-0.0300726,-0.0661835,-0.0227832,0.1152795,-0.0606815,-0.063534,0.0229016,-0.0635486,0.0044891,-0.1030278,0.064479,-0.0647436,0.0488132,-0.0602557,0.077869,0.2325768,1,-0.0911668,0.0309505,-0.0745354,-0.0741549,0.0583594,-0.1632167,0.1186932,0.0319793,0.1295651,0.0725536,-0.144252,0.0319265,-0.0172976,0.0584332,-0.0202762,-0.1181904,-0.1156195,0.0313818,-0.0039893,0.0751187,-0.0409954,0.0283929,-0.0748761,0.0151548,0.0237147,0.0090772,0.0262121,-0.0439518,-0.0310656,-0.0212486,-0.0112364,-0.0232004,0.0017405,0.0206483,-0.0044085,0.0766779,0.042212,0.0059566,0.0589212
Adiponectin,-0.1426616,-0.0096931,-0.0649968,-0.2891951,0.0991369,-0.2858988,-0.3123103,-0.2805257,-0.3490971,-0.154876,-0.2839012,-0.2613156,-0.2585437,-0.2485362,0.0877474,0.1648894,0.1638186,-0.1713276,0.0679,0.1188751,-0.0772038,0.0209351,0.1199272,0.1747744,0.0101207,-0.0235364,-0.0658952,-0.0807169,-0.0307963,0.0027367,0.0525262,-0.0278592,-0.1403763,-0.0989519,0.1093893,0.0931587,0.0300278,-0.1908829,-0.133637,-0.1234846,-0.1006814,-0.0219234,-0.1139934,0.0240337,-0.0858825,-0.0629612,-0.0725902,-0.0801787,-0.0576237,0.0032782,-0.0814171,-0.2396598,0.202366,0.2329386,0.2423829,0.1113892,-0.0151325,-0.1055274,-0.0585483,-0.0175123,0.0226137,-0.0129535,-0.032224,0.0201973,0.1017668,0.111691,0.0783781,-0.115861,-0.0260426,0.1374574,0.0708707,0.045736,0.0535928,0.1444498,0.1532539,0.1013574,-0.0424019,-0.0009848,0.1232381,0.061956,-0.0062741,-0.0390153,0.0197509,0.1194184,-0.0105947,0.007654,-0.0614299,0.0548496,-0.0190931,0.0528899,-0.0775902,-0.0019405,-0.0233203,-0.1957825,-0.0911668,1,0.2618772,0.1540359,-0.2574345,0.1311485,0.2710126,0.0095952,0.0607009,-0.0490808,0.0716168,0.4034683,0.3332672,0.1826871,-0.337136,-0.1808872,0.0108282,0.386417,-0.3532381,0.1091683,-0.2166305,0.069555,-0.1470699,-0.1288877,-0.0352654,0.0449189,0.092228,0.1370103,-0.0163589,-0.0003332,0.0018552,0.0452639,0.1411877,-0.2223814,0.2178125,0.1430756,0.1822465,-0.0648392,0.1698646,0.1479843
PAI-1,-0.0074947,0.0651362,0.0439224,-0.1608655,-0.0208609,-0.0844948,-0.1697445,-0.1018108,-0.0729535,-0.0906251,-0.1540455,-0.1520283,-0.1676697,-0.1690965,0.099953,0.081757,0.1144523,-0.0535732,0.1489404,0.0642733,-0.0468066,0.0950054,0.1322748,0.081365,-0.0095792,-0.0041553,-0.0268424,0.0038033,-0.0109063,0.0340578,0.0349504,-0.0013599,-0.058934,-0.1270448,0.0601226,0.050396,0.000431,-0.0421293,-0.0221248,-0.0915006,-0.0581475,-0.0477741,-0.0573844,0.0013739,-0.0623419,-0.0162843,-0.0672514,-0.0109383,-0.0218821,0.0322027,-0.0174827,0.0184265,0.0310063,-0.0400116,0.0789603,0.06077,-0.0267505,-0.0001152,0.0047319,-0.0221658,0.0312704,0.0011092,0.0055003,-0.007909,-0.0127529,0.049846,-0.007218,-0.0388253,0.0125763,0.0088754,-0.0472907,-0.0340088,0.0890787,0.2167503,0.1556382,0.1305224,0.0232134,0.0382987,-0.0097496,0.0826879,0.0273483,0.0760383,0.0442576,0.1406088,0.0278104,0.0052883,0.0577847,0.006179,-0.0050479,0.0129067,-0.0026113,0.0358318,-0.0705219,-0.0543635,0.0309505,0.2618772,1,0.1069723,-0.1037868,0.0998615,0.0648864,0.101909,0.0807917,0.1370629,-0.0547449,0.1535108,0.3145103,0.14628,-0.0692661,-0.0192313,-0.0412441,0.176903,-0.0451906,0.1123431,-0.0965318,0.0714166,0.0038036,-0.0249375,-0.1376113,-0.0714021,-0.0217163,0.0345951,0.0181413,-0.1279229,-0.0481184,0.0632614,0.1916362,-0.2444302,0.289221,0.2694163,0.1898046,-0.1443087,0.2080873,0.1199097
